date,constraint,component,lhs,rhs,slack,dual,binding
2018-01-31,asset_lower,5年国债ETF,0.0,0.09699682165120378,0.09699682165120378,2.4866563787464004e-11,False
2018-01-31,asset_lower,10年国债ETF,0.0,0.04454272991002054,0.04454272991002054,6.285711907274979e-11,False
2018-01-31,asset_lower,日利ETF,0.0,0.3000000001061024,0.3000000001061024,8.255903755570085e-12,False
2018-01-31,asset_lower,沪深300ETF,0.0,0.04241909212923499,0.04241909212923499,5.716442041999846e-11,False
2018-01-31,asset_lower,中证500ETF,0.0,0.03406372548133073,0.03406372548133073,8.071945614374362e-11,False
2018-01-31,asset_lower,中证1000ETF,0.0,0.0022325161262025735,0.0022325161262025735,1.559516065078784e-09,False
2018-01-31,asset_lower,创业板ETF,0.0,0.026496612796556882,0.026496612796556882,1.1806315065518624e-10,False
2018-01-31,asset_lower,红利ETF,0.0,0.04538590844986335,0.04538590844986335,5.162633614812322e-11,False
2018-01-31,asset_lower,证券ETF,0.0,0.007824359740855902,0.007824359740855902,4.568358846565257e-10,False
2018-01-31,asset_lower,军工ETF,0.0,0.006710787708816987,0.006710787708816987,5.11930045179841e-10,False
2018-01-31,asset_lower,消费ETF,0.0,0.04559080111953727,0.04559080111953727,5.209764708517622e-11,False
2018-01-31,asset_lower,恒生ETF,0.0,0.06231452029994464,0.06231452029994464,3.5010200253220745e-11,False
2018-01-31,asset_lower,白银LOF,0.0,0.02970091516394557,0.02970091516394557,1.0617269864290637e-10,False
2018-01-31,asset_lower,纳指ETF,0.0,0.05092805814021427,0.05092805814021427,4.535361581221381e-11,False
2018-01-31,asset_lower,标普500ETF,0.0,0.05404316298141849,0.05404316298141849,4.1114147936164906e-11,False
2018-01-31,asset_lower,欧洲ETF,0.0,0.04565943667110651,0.04565943667110651,5.3555279236758894e-11,False
2018-01-31,asset_lower,黄金ETF,0.0,0.06300632271784899,0.06300632271784899,3.607800514880207e-11,False
2018-01-31,asset_lower,原油ETF,0.0,0.042084228805796035,0.042084228805796035,6.150959106850259e-11,False
2018-01-31,budget,,0.9999999999999998,1.0,2.220446049250313e-16,0.0021843619281500994,True
2018-01-31,asset_upper,5年国债ETF,0.09699682165120378,0.4,0.30300317834879625,8.114055899580293e-12,False
2018-01-31,asset_upper,10年国债ETF,0.04454272991002054,0.4,0.35545727008997946,7.186984022478332e-12,False
2018-01-31,asset_upper,日利ETF,0.3000000001061024,0.4,0.09999999989389763,1.8988950976469754e-11,False
2018-01-31,asset_upper,沪深300ETF,0.04241909212923499,0.4,0.357580907870765,7.399209909374321e-12,False
2018-01-31,asset_upper,中证500ETF,0.03406372548133073,0.4,0.3659362745186693,7.2349336483952925e-12,False
2018-01-31,asset_upper,中证1000ETF,0.0022325161262025735,0.4,0.39776748387379746,6.66619499559944e-12,False
2018-01-31,asset_upper,创业板ETF,0.026496612796556882,0.4,0.3735033872034431,7.0906731948968546e-12,False
2018-01-31,asset_upper,红利ETF,0.04538590844986335,0.4,0.3546140915501367,7.478096851245451e-12,False
2018-01-31,asset_upper,证券ETF,0.007824359740855902,0.4,0.39217564025914414,6.746872528286784e-12,False
2018-01-31,asset_upper,军工ETF,0.006710787708816987,0.4,0.393289212291183,6.717953295054932e-12,False
2018-01-31,asset_upper,消费ETF,0.04559080111953727,0.4,0.35440919888046274,7.428417806561064e-12,False
2018-01-31,asset_upper,恒生ETF,0.06231452029994464,0.4,0.33768547970005536,7.73650534350302e-12,False
2018-01-31,asset_upper,白银LOF,0.02970091516394557,0.4,0.37029908483605445,7.038024460641487e-12,False
2018-01-31,asset_upper,纳指ETF,0.05092805814021427,0.4,0.34907194185978574,7.527251556488035e-12,False
2018-01-31,asset_upper,标普500ETF,0.05404316298141849,0.4,0.34595683701858154,7.611093328255732e-12,False
2018-01-31,asset_upper,欧洲ETF,0.04565943667110651,0.4,0.3543405633288935,7.415255849657318e-12,False
2018-01-31,asset_upper,黄金ETF,0.06300632271784899,0.4,0.336993677282151,7.69359097848067e-12,False
2018-01-31,asset_upper,原油ETF,0.042084228805796035,0.4,0.357915771194204,7.330034325108677e-12,False
2018-01-31,turnover_upper,,0.009604932281353649,0.8,0.7903950677186464,1.1731688975189205e-10,False
2018-01-31,group_cash_lower,,0.0,0.3000000001061024,0.3000000001061024,8.255903755570085e-12,False
2018-01-31,group_cash_upper,,0.3000000001061024,0.3,-1.061024046400405e-10,0.07567624727846116,True
2018-01-31,group_bond_lower,,0.0,0.14153955156122433,0.14153955156122433,1.797233645465706e-11,False
2018-01-31,group_bond_upper,,0.14153955156122433,0.7,0.5584604484387756,4.998279739409377e-12,False
2018-01-31,group_defensive_lower,,0.0,0.04538590844986335,0.04538590844986335,5.162633614812322e-11,False
2018-01-31,group_defensive_upper,,0.04538590844986335,0.25,0.20461409155013666,1.1902052795605099e-11,False
2018-01-31,group_commodity_gold_lower,,0.0,0.1347914666875906,0.1347914666875906,1.6961647079596472e-11,False
2018-01-31,group_commodity_gold_upper,,0.1347914666875906,0.4,0.26520853331240946,9.167995635924886e-12,False
2018-01-31,group_equity_lower,,0.0,0.37828307319521925,0.37828307319521925,7.302303487436815e-12,False
2018-01-31,group_equity_upper,,0.37828307319521925,0.7,0.3217169268047807,8.109040313460059e-12,False
2018-02-28,asset_lower,5年国债ETF,0.0,0.1977834910254289,0.1977834910254289,1.7353959132857278e-12,False
2018-02-28,asset_lower,10年国债ETF,0.0,0.046212636460962526,0.046212636460962526,6.277712988117991e-12,False
2018-02-28,asset_lower,日利ETF,0.0,0.30000000004848904,0.30000000004848904,1.15803018243912e-12,False
2018-02-28,asset_lower,沪深300ETF,0.0,0.030654971794716306,0.030654971794716306,1.0007416129594174e-11,False
2018-02-28,asset_lower,中证500ETF,0.0,0.030071626899263317,0.030071626899263317,8.798763984376967e-12,False
2018-02-28,asset_lower,中证1000ETF,0.0,0.0021470084450252837,0.0021470084450252837,2.734695472960251e-10,False
2018-02-28,asset_lower,创业板ETF,0.0,0.026267860501012222,0.026267860501012222,9.605913112312568e-12,False
2018-02-28,asset_lower,红利ETF,0.0,0.03293804436664045,0.03293804436664045,9.471921985087443e-12,False
2018-02-28,asset_lower,证券ETF,0.0,0.006968806177036239,0.006968806177036239,6.18716694964773e-11,False
2018-02-28,asset_lower,军工ETF,0.0,0.006529580527049701,0.006529580527049701,6.807969244521557e-11,False
2018-02-28,asset_lower,消费ETF,0.0,0.033211162607236576,0.033211162607236576,9.280468768874263e-12,False
