date,n_obs_to_n_assets_ratio,low_sample_warning,ill_conditioned_warning,covariance_method,covariance_annualized,covariance_trading_days,covariance_fallback_used,covariance_fallback_method,covariance_failure_note,covariance_min_eigenvalue,covariance_max_eigenvalue,covariance_condition_number,covariance_point_in_time,covariance_psd_repaired,covariance_jitter_added,covariance_min_eigenvalue_before_repair,covariance_eigenvalue_floor,covariance_relative_floor,covariance_psd_notes,covariance_shrinkage,covariance_observations,covariance_assets,covariance_ewma_halflife
2012-03-16,31.0,False,False,ledoit_wolf,True,243,False,,,0.021236762562770378,0.1490716989887196,7.0195114979555955,True,False,0.0,0.021236762562770378,1.490716989887196e-07,1e-06,symmetrized,0.0974629784313164,62,2,
2012-03-23,33.5,False,False,ledoit_wolf,True,243,False,,,0.01959860241268914,0.14592665489012724,7.445768418448392,True,False,0.0,0.01959860241268914,1.4592665489012723e-07,1e-06,symmetrized,0.08884961286863621,67,2,
2012-03-30,36.0,False,False,ledoit_wolf,True,243,False,,,0.01823476415113572,0.14803948670862027,8.118530378655866,True,False,0.0,0.01823476415113572,1.4803948670862026e-07,1e-06,symmetrized,0.07924002841793613,72,2,
2012-04-06,37.0,False,False,ledoit_wolf,True,243,False,,,0.01801859345453848,0.1477918357720017,8.20218493440598,True,False,0.0,0.01801859345453848,1.477918357720017e-07,1e-06,symmetrized,0.07671018226073865,74,2,
2012-04-13,39.5,False,False,ledoit_wolf,True,243,False,,,0.0171939129943618,0.14317132801511706,8.32686125968333,True,False,0.0,0.0171939129943618,1.4317132801511705e-07,1e-06,symmetrized,0.07376109732466475,79,2,
2012-04-20,42.0,False,False,ledoit_wolf,True,243,False,,,0.016431552055569836,0.1384232493930788,8.424234602120691,True,False,0.0,0.016431552055569836,1.384232493930788e-07,1e-06,symmetrized,0.07155522879257327,84,2,
2012-04-27,44.5,False,False,ledoit_wolf,True,243,False,,,0.01664400897786932,0.1392222903052196,8.364708916603945,True,False,0.0,0.01664400897786932,1.3922229030521958e-07,1e-06,symmetrized,0.07029533547481129,89,2,
2012-05-04,46.0,False,False,ledoit_wolf,True,243,False,,,0.01632090413259184,0.1361219351561635,8.340342792917726,True,False,0.0,0.01632090413259184,1.361219351561635e-07,1e-06,symmetrized,0.07005990353319097,92,2,
2012-05-11,48.5,False,False,ledoit_wolf,True,243,False,,,0.01620902585095022,0.13298776482980323,8.204550110086172,True,False,0.0,0.01620902585095022,1.3298776482980323e-07,1e-06,symmetrized,0.06819182144123812,97,2,
2012-05-18,51.0,False,False,ledoit_wolf,True,243,False,,,0.01589681533950174,0.12820284753369163,8.06468747329048,True,False,0.0,0.01589681533950174,1.282028475336916e-07,1e-06,symmetrized,0.06738973146029117,102,2,
