date,n_obs_to_n_assets_ratio,low_sample_warning,ill_conditioned_warning,covariance_method,covariance_annualized,covariance_trading_days,covariance_fallback_used,covariance_fallback_method,covariance_failure_note,covariance_min_eigenvalue,covariance_max_eigenvalue,covariance_condition_number,covariance_point_in_time,covariance_psd_repaired,covariance_jitter_added,covariance_min_eigenvalue_before_repair,covariance_eigenvalue_floor,covariance_relative_floor,covariance_psd_notes,covariance_observations,covariance_assets,covariance_ewma_halflife
2012-03-16,31.0,False,False,sample,True,243,False,,,0.014569447511358939,0.1585309560327784,10.881054748931362,True,False,0.0,0.014569447511358939,1.5853095603277838e-07,1e-06,symmetrized,62,2,
2012-03-23,33.5,False,False,sample,True,243,False,,,0.013642871720817044,0.1543903440259814,11.316557626969702,True,False,0.0,0.013642871720817044,1.5439034402598138e-07,1e-06,symmetrized,67,2,
2012-03-30,36.0,False,False,sample,True,243,False,,,0.012827466711281979,0.1557886750056537,12.144929198579394,True,False,0.0,0.012827466711281979,1.5578867500565369e-07,1e-06,symmetrized,72,2,
2012-04-06,37.0,False,False,sample,True,243,False,,,0.012800564165044655,0.15528124080432484,12.130812267506268,True,False,0.0,0.012800564165044655,1.5528124080432483e-07,1e-06,symmetrized,74,2,
2012-04-13,39.5,False,False,sample,True,243,False,,,0.012333928714312926,0.1500872769234926,12.168651238378215,True,False,0.0,0.012333928714312926,1.500872769234926e-07,1e-06,symmetrized,79,2,
2012-04-20,42.0,False,False,sample,True,243,False,,,0.011871935199427704,0.14484858674860224,12.200924644162882,True,False,0.0,0.011871935199427704,1.4484858674860222e-07,1e-06,symmetrized,84,2,
2012-04-27,44.5,False,False,sample,True,243,False,,,0.012146389221612928,0.14549111800787476,11.978137317466507,True,False,0.0,0.012146389221612928,1.4549111800787475e-07,1e-06,symmetrized,89,2,
2012-05-04,46.0,False,False,sample,True,243,False,,,0.011937873660723651,0.14218016166417188,11.910007234534026,True,False,0.0,0.011937873660723651,1.4218016166417187e-07,1e-06,symmetrized,92,2,
2012-05-11,48.5,False,False,sample,True,243,False,,,0.012060293186831056,0.13869063073018023,11.499772732027784,True,False,0.0,0.012060293186831056,1.3869063073018021e-07,1e-06,symmetrized,97,2,
2012-05-18,51.0,False,False,sample,True,243,False,,,0.011956459928951382,0.1335699322796201,11.171361178252583,True,False,0.0,0.011956459928951382,1.335699322796201e-07,1e-06,symmetrized,102,2,
