date,constraint,component,lhs,rhs,slack,dual,binding
2018-01-05,asset_lower,5年国债ETF,0.0,0.09177785243797341,0.09177785243797341,4.0301955144917555e-11,False
2018-01-05,asset_lower,10年国债ETF,0.0,0.045736282489499784,0.045736282489499784,8.814226488416742e-11,False
2018-01-05,asset_lower,日利ETF,0.0,0.2999999996134032,0.2999999996134032,1.28209645501509e-11,False
2018-01-05,asset_lower,沪深300ETF,0.0,0.03624079480949456,0.03624079480949456,9.187764272827356e-11,False
2018-01-05,asset_lower,中证500ETF,0.0,0.03585295795876517,0.03585295795876517,9.307583646857736e-11,False
2018-01-05,asset_lower,中证1000ETF,0.0,0.008518310946960862,0.008518310946960862,5.071533340381676e-10,False
2018-01-05,asset_lower,创业板ETF,0.0,0.031004942073524024,0.031004942073524024,1.0945051780636343e-10,False
2018-01-05,asset_lower,红利ETF,0.0,0.04042231701620125,0.04042231701620125,7.849117010178993e-11,False
2018-01-05,asset_lower,证券ETF,0.0,0.009970159314254224,0.009970159314254224,4.382350486567846e-10,False
2018-01-05,asset_lower,军工ETF,0.0,0.010494525158399276,0.010494525158399276,4.135703240820327e-10,False
2018-01-05,asset_lower,消费ETF,0.0,0.042244770189191795,0.042244770189191795,7.781482709159869e-11,False
2018-01-05,asset_lower,恒生ETF,0.0,0.05608183517278474,0.05608183517278474,5.881146552508849e-11,False
2018-01-05,asset_lower,白银LOF,0.0,0.03324959946113359,0.03324959946113359,1.1131284265963614e-10,False
2018-01-05,asset_lower,纳指ETF,0.0,0.053203719454931096,0.053203719454931096,6.044683180974383e-11,False
2018-01-05,asset_lower,标普500ETF,0.0,0.05121040270024764,0.05121040270024764,6.348456710054201e-11,False
2018-01-05,asset_lower,欧洲ETF,0.0,0.04768138525797557,0.04768138525797557,6.916517183664098e-11,False
2018-01-05,asset_lower,黄金ETF,0.0,0.05831433074413675,0.05831433074413675,5.871080493389175e-11,False
2018-01-05,asset_lower,原油ETF,0.0,0.04799581520112342,0.04799581520112342,6.916320940664178e-11,False
2018-01-05,budget,,1.0000000000000004,1.0,-4.440892098500626e-16,0.005801765789843197,True
2018-01-05,asset_upper,5年国债ETF,0.09177785243797341,0.4,0.3082221475620266,1.2767549806685913e-11,False
2018-01-05,asset_upper,10年国债ETF,0.045736282489499784,0.4,0.35426371751050023,1.1295318536591447e-11,False
2018-01-05,asset_upper,日利ETF,0.2999999996134032,0.4,0.10000000038659684,3.5210591635383245e-11,False
2018-01-05,asset_upper,沪深300ETF,0.03624079480949456,0.4,0.3637592051905055,1.1007652186020264e-11,False
2018-01-05,asset_upper,中证500ETF,0.03585295795876517,0.4,0.3641470420412348,1.0989806439601453e-11,False
2018-01-05,asset_upper,中证1000ETF,0.008518310946960862,0.4,0.39148168905303915,1.0384762438002846e-11,False
2018-01-05,asset_upper,创业板ETF,0.031004942073524024,0.4,0.368995057926476,1.0904978298655858e-11,False
2018-01-05,asset_upper,红利ETF,0.04042231701620125,0.4,0.3595776829837988,1.1248545630577775e-11,False
2018-01-05,asset_upper,证券ETF,0.009970159314254224,0.4,0.3900298406857458,1.0434373606292692e-11,False
2018-01-05,asset_upper,军工ETF,0.010494525158399276,0.4,0.38950547484160075,1.0446310241853414e-11,False
2018-01-05,asset_upper,消费ETF,0.042244770189191795,0.4,0.3577552298108082,1.1162174641863989e-11,False
2018-01-05,asset_upper,恒生ETF,0.05608183517278474,0.4,0.34391816482721527,1.1601381655234115e-11,False
2018-01-05,asset_upper,白银LOF,0.03324959946113359,0.4,0.36675040053886643,1.1059815249755864e-11,False
2018-01-05,asset_upper,纳指ETF,0.053203719454931096,0.4,0.34679628054506895,1.154084566936921e-11,False
2018-01-05,asset_upper,标普500ETF,0.05121040270024764,0.4,0.3487895972997524,1.1464461630675654e-11,False
2018-01-05,asset_upper,欧洲ETF,0.04768138525797557,0.4,0.35231861474202447,1.1356544162086673e-11,False
2018-01-05,asset_upper,黄金ETF,0.05831433074413675,0.4,0.3416856692558633,1.1746191752954355e-11,False
2018-01-05,asset_upper,原油ETF,0.04799581520112342,0.4,0.35200418479887663,1.1375216114739753e-11,False
2018-01-05,group_cash_lower,,0.0,0.2999999996134032,0.2999999996134032,1.28209645501509e-11,False
2018-01-05,group_cash_upper,,0.2999999996134032,0.3,3.8659681012020997e-10,0.03281742894105143,True
2018-01-05,group_bond_lower,,0.0,0.1375141349274732,0.1375141349274732,2.865414783512068e-11,False
2018-01-05,group_bond_upper,,0.1375141349274732,0.7,0.5624858650725267,7.478256031172147e-12,False
2018-01-05,group_defensive_lower,,0.0,0.04042231701620125,0.04042231701620125,7.849117010178993e-11,False
2018-01-05,group_defensive_upper,,0.04042231701620125,0.25,0.20957768298379875,1.8257866920813237e-11,False
2018-01-05,group_commodity_gold_lower,,0.0,0.13955974540639376,0.13955974540639376,2.5603267428098947e-11,False
2018-01-05,group_commodity_gold_upper,,0.13955974540639376,0.4,0.26044025459360626,1.497611499082079e-11,False
2018-01-05,group_equity_lower,,0.0,0.3825038030365289,0.3825038030365289,1.1277910500865513e-11,False
2018-01-05,group_equity_upper,,0.3825038030365289,0.7,0.31749619696347103,1.2329679375857866e-11,False
2018-01-12,asset_lower,5年国债ETF,0.0,0.09124768806458057,0.09124768806458057,8.085119333612794e-11,False
2018-01-12,asset_lower,10年国债ETF,0.0,0.04528336368655177,0.04528336368655177,1.7215794822043444e-10,False
2018-01-12,asset_lower,日利ETF,0.0,0.29999999954884193,0.29999999954884193,2.5193685253665986e-11,False
2018-01-12,asset_lower,沪深300ETF,0.0,0.036702415655384055,0.036702415655384055,1.9003146068007575e-10,False
2018-01-12,asset_lower,中证500ETF,0.0,0.035750147699185504,0.035750147699185504,1.9661178461971638e-10,False
2018-01-12,asset_lower,中证1000ETF,0.0,0.008490323117386251,0.008490323117386251,9.229556595157908e-10,False
2018-01-12,asset_lower,创业板ETF,0.0,0.03097516787687389,0.03097516787687389,2.3238166783516083e-10,False
2018-01-12,asset_lower,红利ETF,0.0,0.04074677861885504,0.04074677861885504,1.723605628430263e-10,False
2018-01-12,asset_lower,证券ETF,0.0,0.010004785576552174,0.010004785576552174,7.907282300005188e-10,False
2018-01-12,asset_lower,军工ETF,0.0,0.010313233813075183,0.010313233813075183,7.680451140127335e-10,False
2018-01-12,asset_lower,消费ETF,0.0,0.04206274797708053,0.04206274797708053,1.6823320403881497e-10,False
2018-01-12,asset_lower,恒生ETF,0.0,0.05648914570730579,0.05648914570730579,1.2374300484923455e-10,False
2018-01-12,asset_lower,白银LOF,0.0,0.033022600252241976,0.033022600252241976,2.2881736270135104e-10,False
2018-01-12,asset_lower,纳指ETF,0.0,0.053839171057371175,0.053839171057371175,1.2756999053150042e-10,False
2018-01-12,asset_lower,标普500ETF,0.0,0.05151125715999794,0.05151125715999794,1.3471643105525165e-10,False
2018-01-12,asset_lower,欧洲ETF,0.0,0.047532721978365104,0.047532721978365104,1.476033214014312e-10,False
2018-01-12,asset_lower,黄金ETF,0.0,0.058304232242044694,0.058304232242044694,1.2282734790712923e-10,False
2018-01-12,asset_lower,原油ETF,0.0,0.047724219968306544,0.047724219968306544,1.4777497622790752e-10,False
2018-01-12,budget,,1.0000000000000002,1.0,-2.220446049250313e-16,0.005486023437217619,True
2018-01-12,asset_upper,5年国债ETF,0.09124768806458057,0.4,0.30875231193541947,2.4849051292371102e-11,False
2018-01-12,asset_upper,10年国债ETF,0.04528336368655177,0.4,0.35471663631344824,2.1912954956939968e-11,False
2018-01-12,asset_upper,日利ETF,0.29999999954884193,0.4,0.10000000045115809,7.139709717275254e-11,False
2018-01-12,asset_upper,沪深300ETF,0.036702415655384055,0.4,0.36329758434461595,2.144737974642273e-11,False
2018-01-12,asset_upper,中证500ETF,0.035750147699185504,0.4,0.3642498523008145,2.1382717171653512e-11,False
2018-01-12,asset_upper,中证1000ETF,0.008490323117386251,0.4,0.3915096768826138,1.9983595343093612e-11,False
2018-01-12,asset_upper,创业板ETF,0.03097516787687389,0.4,0.36902483212312615,2.1107112964979466e-11,False
2018-01-12,asset_upper,红利ETF,0.04074677861885504,0.4,0.35925322138114496,2.1681118198930897e-11,False
2018-01-12,asset_upper,证券ETF,0.010004785576552174,0.4,0.38999521442344787,2.005777954852486e-11,False
2018-01-12,asset_upper,军工ETF,0.010313233813075183,0.4,0.3896867661869248,2.0072706709177204e-11,False
2018-01-12,asset_upper,消费ETF,0.04206274797708053,0.4,0.3579372520229195,2.1660801155037157e-11,False
2018-01-12,asset_upper,恒生ETF,0.05648914570730579,0.4,0.34351085429269423,2.2540989735176098e-11,False
2018-01-12,asset_upper,白银LOF,0.033022600252241976,0.4,0.36697739974775806,2.124314294803142e-11,False
2018-01-12,asset_upper,纳指ETF,0.053839171057371175,0.4,0.34616082894262884,2.2424969347994364e-11,False
2018-01-12,asset_upper,标普500ETF,0.05151125715999794,0.4,0.3484887428400021,2.225844799586251e-11,False
2018-01-12,asset_upper,欧洲ETF,0.047532721978365104,0.4,0.3524672780216349,2.2016135885509635e-11,False
2018-01-12,asset_upper,黄金ETF,0.058304232242044694,0.4,0.34169576775795535,2.2682232815037584e-11,False
2018-01-12,asset_upper,原油ETF,0.047724219968306544,0.4,0.35227578003169346,2.2028366063092733e-11,False
2018-01-12,group_cash_lower,,0.0,0.29999999954884193,0.29999999954884193,2.5193685253665986e-11,False
2018-01-12,group_cash_upper,,0.29999999954884193,0.3,4.511580553590022e-10,0.04243578747332831,True
2018-01-12,group_bond_lower,,0.0,0.13653105175113234,0.13653105175113234,5.580367273198384e-11,False
2018-01-12,group_bond_upper,,0.13653105175113234,0.7,0.5634689482488676,1.4330219443378711e-11,False
2018-01-12,group_defensive_lower,,0.0,0.04074677861885504,0.04074677861885504,1.723605628430263e-10,False
2018-01-12,group_defensive_upper,,0.04074677861885504,0.25,0.20925322138114497,3.578007844186141e-11,False
2018-01-12,group_commodity_gold_lower,,0.0,0.1390510524625932,0.1390510524625932,5.246654404882134e-11,False
2018-01-12,group_commodity_gold_upper,,0.1390510524625932,0.4,0.26094894753740683,2.8964295455823205e-11,False
2018-01-12,group_equity_lower,,0.0,0.3836711176185776,0.3836711176185776,2.123166322630547e-11,False
2018-01-12,group_equity_upper,,0.3836711176185776,0.7,0.31632888238142237,2.4245317524803122e-11,False
2018-01-19,asset_lower,5年国债ETF,0.0,0.09079492874206894,0.09079492874206894,1.6218089773006878e-10,False
2018-01-19,asset_lower,10年国债ETF,0.0,0.04510486820888251,0.04510486820888251,3.415559739427734e-10,False
2018-01-19,asset_lower,日利ETF,0.0,0.29999999954369627,0.29999999954369627,4.976376888948591e-11,False
2018-01-19,asset_lower,沪深300ETF,0.0,0.03711281251870706,0.03711281251870706,3.8423313664340184e-10,False
2018-01-19,asset_lower,中证500ETF,0.0,0.03480226745039138,0.03480226745039138,4.146070217419902e-10,False
2018-01-19,asset_lower,中证1000ETF,0.0,0.00819844889035105,0.00819844889035105,1.8620590054374508e-09,False
2018-01-19,asset_lower,创业板ETF,0.0,0.029686224177449587,0.029686224177449587,4.942336693932712e-10,False
2018-01-19,asset_lower,红利ETF,0.0,0.041308436482198375,0.041308436482198375,3.4567545219353123e-10,False
2018-01-19,asset_lower,证券ETF,0.0,0.01041295974070769,0.01041295974070769,1.4749874575610685e-09,False
2018-01-19,asset_lower,军工ETF,0.0,0.009754441776968747,0.009754441776968747,1.5744845985042775e-09,False
2018-01-19,asset_lower,消费ETF,0.0,0.04186105105222827,0.04186105105222827,3.4457030582848957e-10,False
2018-01-19,asset_lower,恒生ETF,0.0,0.05756177049552665,0.05756177049552665,2.476853571091508e-10,False
2018-01-19,asset_lower,白银LOF,0.0,0.032712327269197164,0.032712327269197164,4.5886222449974923e-10,False
2018-01-19,asset_lower,纳指ETF,0.0,0.054434311870761816,0.054434311870761816,2.5921485876211823e-10,False
2018-01-19,asset_lower,标普500ETF,0.0,0.05207254955493347,0.05207254955493347,2.720271620935594e-10,False
2018-01-19,asset_lower,欧洲ETF,0.0,0.04776714634021867,0.04776714634021867,3.0010690606091324e-10,False
2018-01-19,asset_lower,黄金ETF,0.0,0.058629427740933014,0.058629427740933014,2.461099065330332e-10,False
2018-01-19,asset_lower,原油ETF,0.0,0.047786028144779336,0.047786028144779336,3.005144517070191e-10,False
2018-01-19,budget,,1.0,1.0,0.0,0.0052363180609607705,True
2018-01-19,asset_upper,5年国债ETF,0.09079492874206894,0.4,0.30920507125793106,4.870835384451899e-11,False
2018-01-19,asset_upper,10年国债ETF,0.04510486820888251,0.4,0.35489513179111754,4.276922438710195e-11,False
2018-01-19,asset_upper,日利ETF,0.29999999954369627,0.4,0.10000000045630375,1.4381708405925526e-10,False
2018-01-19,asset_upper,沪深300ETF,0.03711281251870706,0.4,0.36288718748129295,4.197101725543863e-11,False
2018-01-19,asset_upper,中证500ETF,0.03480226745039138,0.4,0.36519773254960863,4.1681299923421744e-11,False
2018-01-19,asset_upper,中证1000ETF,0.00819844889035105,0.4,0.391801551109649,3.8945040954668834e-11,False
2018-01-19,asset_upper,创业板ETF,0.029686224177449587,0.4,0.37031377582255043,4.111228786443195e-11,False
2018-01-19,asset_upper,红利ETF,0.041308436482198375,0.4,0.3586915635178016,4.2459170893145365e-11,False
2018-01-19,asset_upper,证券ETF,0.01041295974070769,0.4,0.3895870402592923,3.915477744324561e-11,False
2018-01-19,asset_upper,军工ETF,0.009754441776968747,0.4,0.39024555822303125,3.90892267436907e-11,False
2018-01-19,asset_upper,消费ETF,0.04186105105222827,0.4,0.35813894894777176,4.2402008439161535e-11,False
2018-01-19,asset_upper,恒生ETF,0.05756177049552665,0.4,0.3424382295044734,4.427660426847415e-11,False
2018-01-19,asset_upper,白银LOF,0.032712327269197164,0.4,0.36728767273080287,4.1432937752703333e-11,False
2018-01-19,asset_upper,纳指ETF,0.054434311870761816,0.4,0.3455656881292382,4.395939441826284e-11,False
