date,n_obs_to_n_assets_ratio,low_sample_warning,ill_conditioned_warning,covariance_method,covariance_annualized,covariance_trading_days,covariance_fallback_used,covariance_fallback_method,covariance_failure_note,covariance_min_eigenvalue,covariance_max_eigenvalue,covariance_condition_number,covariance_point_in_time,covariance_psd_repaired,covariance_jitter_added,covariance_min_eigenvalue_before_repair,covariance_eigenvalue_floor,covariance_relative_floor,covariance_psd_notes,covariance_shrinkage,covariance_observations,covariance_assets,covariance_ewma_halflife
2012-03-16,31.0,False,False,ledoit_wolf,True,252,False,,,0.022023309324354458,0.15459287302533883,7.019511497955597,True,False,0.0,0.022023309324354458,1.5459287302533883e-07,1e-06,symmetrized,0.0974629784313164,62,2,
2012-03-23,33.5,False,False,ledoit_wolf,True,252,False,,,0.020324476576122068,0.15133134581198382,7.445768418448393,True,False,0.0,0.020324476576122068,1.513313458119838e-07,1e-06,symmetrized,0.08884961286863621,67,2,
2012-03-30,36.0,False,False,ledoit_wolf,True,252,False,,,0.018910125786362964,0.15352243066079138,8.118530378655867,True,False,0.0,0.018910125786362964,1.5352243066079138e-07,1e-06,symmetrized,0.07924002841793613,72,2,
2012-04-06,37.0,False,False,ledoit_wolf,True,252,False,,,0.01868594876766954,0.15326560746726103,8.202184934405977,True,False,0.0,0.01868594876766954,1.5326560746726103e-07,1e-06,symmetrized,0.07671018226073865,74,2,
2012-04-13,39.5,False,False,ledoit_wolf,True,252,False,,,0.017830724586745568,0.14847396979345473,8.32686125968333,True,False,0.0,0.017830724586745568,1.4847396979345473e-07,1e-06,symmetrized,0.07376109732466475,79,2,
2012-04-20,42.0,False,False,ledoit_wolf,True,252,False,,,0.017040128057627973,0.14355003640763725,8.424234602120693,True,False,0.0,0.017040128057627973,1.4355003640763724e-07,1e-06,symmetrized,0.07155522879257327,84,2,
2012-04-27,44.5,False,False,ledoit_wolf,True,252,False,,,0.017260453754827446,0.1443786714276351,8.364708916603941,True,False,0.0,0.017260453754827446,1.443786714276351e-07,1e-06,symmetrized,0.07029533547481129,89,2,
2012-05-04,46.0,False,False,ledoit_wolf,True,252,False,,,0.016925382063428578,0.14116348831009548,8.340342792917726,True,False,0.0,0.016925382063428578,1.4116348831009548e-07,1e-06,symmetrized,0.07005990353319097,92,2,
2012-05-11,48.5,False,False,ledoit_wolf,True,252,False,,,0.016809360141726147,0.13791323760127744,8.204550110086176,True,False,0.0,0.016809360141726147,1.3791323760127744e-07,1e-06,symmetrized,0.06819182144123812,97,2,
2012-05-18,51.0,False,False,ledoit_wolf,True,252,False,,,0.016485586278001795,0.13295110114605058,8.064687473290483,True,False,0.0,0.016485586278001795,1.3295110114605056e-07,1e-06,symmetrized,0.06738973146029117,102,2,
