date,constraint,component,lhs,rhs,slack,dual,binding
2018-01-05,asset_lower,5年国债ETF,0.0,0.09177848711937467,0.09177848711937467,2.2195944070582723e-11,False
2018-01-05,asset_lower,10年国债ETF,0.0,0.045736905258872695,0.045736905258872695,4.751775805891456e-11,False
2018-01-05,asset_lower,日利ETF,0.0,0.2999999997076333,0.2999999997076333,7.29341910206933e-12,False
2018-01-05,asset_lower,沪深300ETF,0.0,0.03624144278055339,0.03624144278055339,4.9095530825966074e-11,False
2018-01-05,asset_lower,中证500ETF,0.0,0.0358536041761081,0.0358536041761081,4.982254958675112e-11,False
2018-01-05,asset_lower,中证1000ETF,0.0,0.008518379873675371,0.008518379873675371,3.0094133395434806e-10,False
2018-01-05,asset_lower,创业板ETF,0.0,0.0309999070110349,0.0309999070110349,5.86877923152969e-11,False
2018-01-05,asset_lower,红利ETF,0.0,0.04042400715699839,0.04042400715699839,4.152099589428698e-11,False
2018-01-05,asset_lower,证券ETF,0.0,0.009974746407524143,0.009974746407524143,2.5583541722487763e-10,False
2018-01-05,asset_lower,军工ETF,0.0,0.01049459748641488,0.01049459748641488,2.409457300453787e-10,False
2018-01-05,asset_lower,消费ETF,0.0,0.042245416091561634,0.042245416091561634,4.1541071274298795e-11,False
2018-01-05,asset_lower,恒生ETF,0.0,0.056083619484463616,0.056083619484463616,3.1351845751223123e-11,False
2018-01-05,asset_lower,白银LOF,0.0,0.03325717051001762,0.03325717051001762,5.962142777103613e-11,False
2018-01-05,asset_lower,纳指ETF,0.0,0.053205836333713986,0.053205836333713986,3.2129584811831277e-11,False
2018-01-05,asset_lower,标普500ETF,0.0,0.05119592783678172,0.05119592783678172,3.374571185746226e-11,False
2018-01-05,asset_lower,欧洲ETF,0.0,0.04768314404917944,0.04768314404917944,3.6762256213338786e-11,False
2018-01-05,asset_lower,黄金ETF,0.0,0.05832050966779887,0.05832050966779887,3.121960292524195e-11,False
2018-01-05,asset_lower,原油ETF,0.0,0.047986299048293296,0.047986299048293296,3.6764859535930446e-11,False
2018-01-05,budget,,1.0,1.0,0.0,0.005801444311433414,True
2018-01-05,asset_upper,5年国债ETF,0.09177848711937467,0.4,0.3082215128806254,7.2692562286521695e-12,False
2018-01-05,asset_upper,10年国债ETF,0.045736905258872695,0.4,0.3542630947411273,6.461025070268399e-12,False
2018-01-05,asset_upper,日利ETF,0.2999999997076333,0.4,0.10000000029236672,2.0070726332118758e-11,False
2018-01-05,asset_upper,沪深300ETF,0.03624144278055339,0.4,0.3637585572194466,6.346816540550934e-12,False
2018-01-05,asset_upper,中证500ETF,0.0358536041761081,0.4,0.3641463958238919,6.334645206012439e-12,False
2018-01-05,asset_upper,中证1000ETF,0.008518379873675371,0.4,0.39148162012632465,6.0184397632234965e-12,False
2018-01-05,asset_upper,创业板ETF,0.0309999070110349,0.4,0.36900009298896513,6.2959840378168335e-12,False
2018-01-05,asset_upper,红利ETF,0.04042400715699839,0.4,0.3595759928430016,6.49356747489461e-12,False
2018-01-05,asset_upper,证券ETF,0.009974746407524143,0.4,0.39002525359247586,6.0501517932549745e-12,False
2018-01-05,asset_upper,军工ETF,0.01049459748641488,0.4,0.3895054025135851,6.056084007649693e-12,False
2018-01-05,asset_upper,消费ETF,0.042245416091561634,0.4,0.3577545839084384,6.4292173892620805e-12,False
2018-01-05,asset_upper,恒生ETF,0.056083619484463616,0.4,0.3439163805155364,6.681192007019596e-12,False
