date,selected_candidate_id,solver_name,solver_status,objective_value,failure_reason,fallback_used,inaccurate_solution,covariance_method,covariance_annualized,covariance_trading_days,covariance_fallback_used,covariance_fallback_method,covariance_failure_note,covariance_min_eigenvalue,covariance_max_eigenvalue,covariance_condition_number,covariance_point_in_time,covariance_psd_repaired,covariance_jitter_added,covariance_min_eigenvalue_before_repair,covariance_eigenvalue_floor,covariance_relative_floor,covariance_psd_notes,covariance_observations,covariance_assets,covariance_ewma_halflife,reference_solver_name,reference_solver_status,reference_problem_is_dcp,reference_covariance_scale,reference_max_risk_budget_error,ema_insufficient_history,ema_deviation_span,ema_valid_asset_count,group_bounds_point_in_time_relaxed,group_bounds_capacity_before_relaxation,effective_group_upper_bounds,cvar_effective_obs,cvar_total_obs,cvar_scale,cvar_limit_effective,cvar_active,cvar_inactive_reason,reference_cvar,problem_is_dcp,final_turnover,predicted_volatility,final_cvar,final_max_risk_budget_error,reference_tracking_error,max_constraint_violation,group_exposure_bond,group_exposure_cash,group_exposure_commodity_gold,group_exposure_defensive,group_exposure_equity,scenario_cvar,relative_cvar_baseline,relative_cvar_weight_difference,information_cutoff,active_assets_json,inaccurate_ratio_overall
2018-01-05,candidate_03,CLARABEL,optimal,0.006810521019885689,,False,False,ewma,True,243,False,,,2.3485492921428985e-05,0.1184375542289473,5043.009087575111,True,False,0.0,2.3485492921438133e-05,1.1843755422894726e-07,1e-06,symmetrized,89,18,60.0,CLARABEL,optimal,True,0.1184375542289473,4.506009680452228e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,89,252,0.007606246953645604,0.004811693336613774,True,,0.0024414543755198214,True,0.01554960287370654,0.036845386019670405,0.00481031043968288,0.09724841642215694,0.16118143914917063,4.664959529776525e-10,0.1376145263447397,0.30000000046649594,0.13969633842371854,0.040427562413031096,0.3822615723520147,0.00481031043968288,0.004811693336613774,6.40269742354857e-05,2018-01-04,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-01-12,candidate_03,CLARABEL,optimal,0.007595190289221324,,False,False,ewma,True,243,False,,,2.708431500714047e-05,0.10990851140340721,4058.0133326034306,True,False,0.0,2.7084315007142275e-05,1.0990851140340724e-07,1e-06,symmetrized,94,18,60.0,CLARABEL,optimal,True,0.10990851140340721,4.161688556131304e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,94,252,0.007606246953645604,0.004748273894552787,True,,0.0023795268028992942,True,0.003584992936621777,0.035908610623559115,0.004748253449017513,0.10081643042791281,0.1734637130077401,2.0887647167455725e-10,0.13663074455104468,0.30000000020887646,0.13918774345941695,0.040754075942112264,0.3834274358385495,0.004748253449017513,0.004748273894552787,1.4708174914022931e-05,2018-01-11,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-01-19,candidate_03,CLARABEL,optimal,0.008087288638824552,,False,False,ewma,True,243,False,,,2.5275812549053332e-05,0.11480295875350346,4542.008631006533,True,False,0.0,2.5275812549042964e-05,1.148029587535034e-07,1e-06,symmetrized,99,18,60.0,CLARABEL,optimal,True,0.11480295875350346,2.9480090527889136e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,99,252,0.007748717607351558,0.004681062050335205,True,,0.0023700481986694637,True,0.001724560002119735,0.03542328607737582,0.004681006674824774,0.10072791361529602,0.17946899532544924,1.3553713706926374e-11,0.1359982301608622,0.3000000000135537,0.1392640821655836,0.04130437076622325,0.38343331689377724,0.004681006674824774,0.004681062050335205,1.3830807468105666e-05,2018-01-18,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-01-26,candidate_03,CLARABEL,optimal,0.010247069213590131,,False,False,ewma,True,243,False,,,2.3822430407842162e-05,0.11654506439252241,4892.240732673383,True,False,0.0,2.3822430407841007e-05,1.1654506439252238e-07,1e-06,symmetrized,104,18,60.0,CLARABEL,optimal,True,0.11654506439252241,3.3616620722515256e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,104,252,0.007394162109034483,0.004632119195641413,True,,0.002079233750130975,True,0.00405430276025661,0.037107663155487684,0.004632036769739855,0.0991435397656119,0.20164093699005595,3.481970267671386e-11,0.13542963816845072,0.3000000000348197,0.13965861297820872,0.04083247802619534,0.3840792707923256,0.004632036769739855,0.004632119195641413,2.0374146585205866e-05,2018-01-25,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-02-02,candidate_03,CLARABEL,optimal,0.015549586606217239,,False,False,ewma,True,243,False,,,2.296236445108304e-05,0.13929086543009855,6066.0506337155,True,False,0.0,2.296236445105569e-05,1.392908654300985e-07,1e-06,symmetrized,109,18,60.0,CLARABEL,optimal,True,0.13929086543009855,2.7400798402743565e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,109,252,0.008779655307039657,0.004963508333526788,True,,0.002079915324112385,True,0.011117927984657508,0.039731979936353225,0.004963502424492948,0.0853662005504089,0.24757942295860277,7.511366528767383e-10,0.14333293837978228,0.30000000075113664,0.13612220358279453,0.04110728473084418,0.37943757255544236,0.004963502424492948,0.004963508333526788,7.3239987093132175e-06,2018-02-01,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-02-09,candidate_03,CLARABEL,optimal,0.012378462649144481,,False,False,ewma,True,243,False,,,2.338336235182144e-05,0.22662913755774539,9691.89692003777,True,False,0.0,2.338336235184482e-05,2.2662913755774537e-07,1e-06,symmetrized,114,18,60.0,CLARABEL,optimal,True,0.22662913755774539,4.964695127888941e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,114,252,0.013631571737613308,0.007870905087111505,True,,0.0030614610823418258,True,0.06951111963646747,0.05329872867871645,0.00786956219669902,0.06717055246256892,0.20945058529900742,0.0,0.18291770244228378,0.2999999999748984,0.13481723248294497,0.03985297936577921,0.34241208573409354,0.00786956219669902,0.007870905087111505,5.510469114008987e-05,2018-02-08,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-02-14,candidate_03,CLARABEL,optimal,0.010383328169724839,,False,False,ewma,True,243,False,,,2.2604129348016316e-05,0.30746842059368507,13602.31203156992,True,False,0.0,2.260412934808521e-05,3.0746842059368505e-07,1e-06,symmetrized,117,18,60.0,CLARABEL,optimal,True,0.30746842059368507,6.523280577389046e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,117,252,0.01696318850084251,0.00873541621429703,True,,0.0031167702568757204,True,0.07464177372464853,0.05678930666491471,0.008733918332385827,0.0665125048694079,0.18834118150966841,0.0,0.22108964574590845,0.29999999996644494,0.13521951774124671,0.03360837748342181,0.31008245906297816,0.008733918332385827,0.00873541621429703,5.7903298593342534e-05,2018-02-13,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-02-23,candidate_03,CLARABEL,optimal,0.007598843840858576,,False,False,ewma,True,243,False,,,2.4790685261766112e-05,0.3136096945923148,12650.303583014911,True,False,0.0,2.4790685261769954e-05,3.1360969459231486e-07,1e-06,symmetrized,119,18,60.0,CLARABEL,optimal,True,0.3136096945923148,6.225164586232124e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,119,252,0.01696318850084251,0.008267565761319349,True,,0.003290965386852062,True,0.04608639943998862,0.054522186650774344,0.008265498582501835,0.0677119823152204,0.16325795456548883,2.220446049250313e-16,0.24005269330450077,0.29999999986261366,0.13356900744050257,0.031570305331689016,0.29480799406069413,0.008265498582501835,0.008267565761319349,7.818438656115312e-05,2018-02-22,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-03-02,candidate_03,CLARABEL,optimal,0.00842768336345375,,False,False,ewma,True,243,False,,,2.516117953535135e-05,0.31178538987233484,12391.525184035101,True,False,0.0,2.5161179535316886e-05,3.117853898723348e-07,1e-06,symmetrized,124,18,60.0,CLARABEL,optimal,True,0.31178538987233484,3.14611186112701e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,124,252,0.015590428446668636,0.007910659274274909,True,,0.0028891986027053443,True,0.021385525698856503,0.053558826101421646,0.007909069276450008,0.06284709223414149,0.17881339090534543,1.060182719392344e-09,0.24926070615719728,0.3000000010601827,0.1326143551075969,0.030707011468144634,0.2874179262068785,0.007909069276450008,0.007910659274274909,6.505095497691404e-05,2018-03-01,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
2018-03-09,candidate_03,CLARABEL,optimal,0.008229183063127348,,False,False,ewma,True,243,False,,,2.362549031012752e-05,0.3015492099411766,12763.722825761282,True,False,0.0,2.362549031006083e-05,3.015492099411766e-07,1e-06,symmetrized,129,18,60.0,CLARABEL,optimal,True,0.3015492099411766,4.818451809107671e-06,False,20,0,False,2.35,bond=0.70000000;cash=0.30000000;commodity_gold=0.40000000;defensive=0.25000000;equity=0.70000000,129,252,0.015590428446668636,0.007754760008306926,True,,0.002845116917488005,True,0.0007040248801568443,0.05269579385372566,0.007754609961031904,0.06460172633844395,0.1812720757100797,1.254353287905019e-10,0.24874751751050408,0.3000000001254353,0.1335083289324421,0.03098860442597476,0.2867555490056437,0.007754609961031904,0.007754760008306926,1.3266162545794158e-05,2018-03-08,"[""5年国债ETF"", ""10年国债ETF"", ""日利ETF"", ""沪深300ETF"", ""中证500ETF"", ""中证1000ETF"", ""创业板ETF"", ""红利ETF"", ""证券ETF"", ""军工ETF"", ""消费ETF"", ""恒生ETF"", ""白银LOF"", ""纳指ETF"", ""标普500ETF"", ""欧洲ETF"", ""黄金ETF"", ""原油ETF""]",0.0
